Amount,Old_balance,New_balance,Transaction_type,Location,is_vpn,Is_fraud
5869.5,7753.62,1884.12,payment,Bangalore,yes,yes
5162,8550.21,3388.21,refund,Hyderabad,no,no
9989.96,11693.31,1703.35,payment,Chennai,no,no
2446.98,6518.49,4071.51,withdrawal,Mumbai,yes,no
4572.74,8973.96,4401.22,refund,Mumbai,yes,no
1329.62,4022.19,2692.57,withdrawal,Mumbai,no,no
7557.96,12051.15,4493.19,refund,Mumbai,yes,yes
9602.08,12024.64,2422.56,payment,Delhi,no,no
2865.42,4994.2,2128.78,refund,Kolkata,no,no
3187.62,5886.4,2698.78,payment,Kolkata,no,no
8292.78,10744.02,2451.24,refund,Delhi,no,no
2552.55,3267.73,715.18,withdrawal,Bangalore,yes,yes
9753.71,10534.96,781.25,withdrawal,Hyderabad,no,yes
7142.52,10957.87,3815.35,payment,Hyderabad,no,no
1225.13,3076.97,1851.84,payment,Bangalore,yes,yes
7297.6,10760.46,3462.86,payment,Hyderabad,yes,yes
5672.45,10266.47,4594.02,refund,Delhi,no,no
8161.43,12491.96,4330.53,withdrawal,Chennai,no,yes
9757.95,14107.05,4349.1,refund,Mumbai,yes,yes
9093.37,12215.3,3121.93,payment,Mumbai,no,no
8820.14,12122.52,3302.38,withdrawal,Hyderabad,yes,yes
7982.61,10643.23,2660.62,refund,Delhi,yes,yes
927.04,5558.03,4630.99,payment,Chennai,no,no
1823.13,5123.02,3299.89,refund,Bangalore,yes,yes
4079.6,8847.59,4767.99,withdrawal,Hyderabad,yes,yes
3584.44,6584.98,3000.54,withdrawal,Mumbai,yes,no
4614.1,7824.55,3210.45,withdrawal,Chennai,no,no
4433.41,6223.35,1789.94,payment,Hyderabad,yes,yes
835.8,2765.29,1929.49,payment,Mumbai,no,no
8328.3,10909.27,2580.97,withdrawal,Delhi,no,yes
8295.29,10215.1,1919.81,payment,Delhi,no,no
4787.43,7205.29,2417.86,refund,Delhi,yes,no
4805.63,8185.65,3380.02,payment,Chennai,yes,no
4371.86,8612.5,4240.64,payment,Chennai,yes,no
4065.25,8929.61,4864.36,refund,Mumbai,yes,no
1071.35,5358.49,4287.14,refund,Kolkata,no,no
6264.08,9677.38,3413.3,refund,Kolkata,yes,yes
8432.22,8792.93,360.71,refund,Bangalore,no,no
6908.1,7988.22,1080.12,refund,Hyderabad,yes,yes
9057.8,11383.7,2325.9,withdrawal,Chennai,no,yes
7431.46,11838.88,4407.42,withdrawal,Chennai,no,no
2788.74,6153.54,3364.8,payment,Kolkata,no,no
4604.32,8455.44,3851.12,withdrawal,Hyderabad,no,no
8633.27,10715.16,2081.89,refund,Mumbai,no,no
5883.91,6779.14,895.23,payment,Hyderabad,no,no
8761.06,10501.82,1740.76,withdrawal,Mumbai,no,yes
1253.58,4400.36,3146.78,payment,Kolkata,yes,yes
2468.03,3436.56,968.53,withdrawal,Chennai,no,no
853.97,2523.3,1669.33,withdrawal,Bangalore,yes,yes
1350.09,5651.44,4301.35,payment,Bangalore,no,no
988.82,5568.66,4579.84,payment,Mumbai,no,no
2533.47,3363.79,830.32,withdrawal,Kolkata,yes,yes
5275.18,6702.58,1427.4,payment,Bangalore,yes,yes
1078.3,5881.69,4803.39,payment,Bangalore,no,no
6457.05,9218.21,2761.16,withdrawal,Kolkata,yes,yes
9639.3,10622.79,983.49,withdrawal,Mumbai,yes,yes
7965.71,10462.08,2496.37,withdrawal,Delhi,no,no
9643.99,11173.39,1529.4,withdrawal,Hyderabad,no,yes
2366.87,6856.25,4489.38,payment,Chennai,no,no
4253.45,5317.64,1064.19,withdrawal,Chennai,no,no
9301.19,12281.94,2980.75,withdrawal,Hyderabad,yes,yes
3485.71,5494.28,2008.57,withdrawal,Bangalore,no,no
1333.9,4098.59,2764.69,withdrawal,Kolkata,yes,yes
5951.95,7976,2024.05,payment,Hyderabad,yes,yes
9780.71,10824.33,1043.62,withdrawal,Kolkata,no,yes
7131.04,9819.67,2688.63,withdrawal,Chennai,yes,yes
2093.71,5021.7,2927.99,payment,Chennai,yes,no
6933.93,11157.98,4224.05,withdrawal,Bangalore,yes,yes
9807.68,13932.61,4124.93,withdrawal,Chennai,yes,yes
1134.94,4754.87,3619.93,refund,Chennai,yes,no
3030.97,5432.31,2401.34,withdrawal,Kolkata,no,no
3934.54,7417.09,3482.55,refund,Bangalore,yes,yes
2084.51,6638.61,4554.1,refund,Kolkata,no,no
6924.85,10877.64,3952.79,withdrawal,Mumbai,no,no
4261.16,7686.78,3425.62,refund,Mumbai,no,no
5368.63,9273.02,3904.39,refund,Chennai,yes,yes
8025.34,11244.5,3219.16,refund,Chennai,yes,yes
6533.77,10649.55,4115.78,payment,Delhi,no,no
3029.28,3780.01,750.73,withdrawal,Kolkata,no,no
5623.78,6796.64,1172.86,refund,Hyderabad,no,no
1502.92,2180.43,677.51,withdrawal,Bangalore,no,no
6102.02,9943.47,3841.45,withdrawal,Kolkata,no,no
8433.91,11517.85,3083.94,withdrawal,Chennai,yes,yes
440.44,1917.03,1476.59,payment,Kolkata,yes,yes
8442.62,12929.52,4486.9,refund,Bangalore,yes,yes
5478.83,9838.49,4359.66,payment,Bangalore,yes,yes
3551.13,4182.57,631.44,refund,Kolkata,yes,yes
1158.88,4104.75,2945.87,payment,Delhi,yes,no
8454.27,12621.23,4166.96,refund,Hyderabad,no,no
9462.07,13008.18,3546.11,withdrawal,Bangalore,yes,yes
6291.1,8626.49,2335.39,refund,Kolkata,no,no
3962.59,5691.79,1729.2,payment,Chennai,yes,no
2452.17,6151.08,3698.91,withdrawal,Chennai,no,no
6694.93,10876.17,4181.24,payment,Kolkata,no,no
2355.85,2504.09,148.24,withdrawal,Mumbai,yes,no
3792.91,8148.02,4355.11,payment,Delhi,yes,no
5036.08,7799.94,2763.86,refund,Chennai,yes,yes
6558.79,8681.68,2122.89,refund,Bangalore,yes,yes
8242.96,11272.49,3029.53,refund,Bangalore,no,no
5176.22,7168.73,1992.51,payment,Hyderabad,no,no
6003.12,9777.77,3774.65,refund,Bangalore,no,no
7191.24,12045.08,4853.84,refund,Mumbai,no,no
3464.51,6119.46,2654.95,refund,Kolkata,no,no
74.96,1814.52,1739.56,withdrawal,Delhi,yes,no
6151.78,9549.54,3397.76,payment,Hyderabad,no,no
5956.15,7743.92,1787.77,withdrawal,Chennai,yes,yes
3129.63,7545.76,4416.13,refund,Delhi,yes,no
691.84,2818.19,2126.35,withdrawal,Delhi,yes,no
3397.78,8034.92,4637.14,payment,Hyderabad,no,no
6626.87,9908.12,3281.25,refund,Chennai,yes,yes
379.16,1202.18,823.02,payment,Delhi,no,no
607.13,4872.27,4265.14,refund,Bangalore,yes,yes
8156.33,9719.57,1563.24,withdrawal,Kolkata,no,yes
4021.71,5737.19,1715.48,payment,Hyderabad,no,no
4298.38,8430.14,4131.76,refund,Delhi,yes,no
7677.06,12263.94,4586.88,refund,Delhi,no,no
7149.72,11417.03,4267.31,payment,Mumbai,yes,yes
7569.57,9331.02,1761.45,payment,Bangalore,no,no
8098.92,12417.54,4318.62,payment,Mumbai,no,no
43.56,1086.65,1043.09,withdrawal,Hyderabad,yes,yes
3124.81,3680.45,555.64,payment,Kolkata,no,no
5026.39,9929.18,4902.79,payment,Kolkata,no,no
1817.64,6812.07,4994.43,refund,Bangalore,no,no
2204.98,2569.68,364.7,payment,Delhi,no,no
4879.21,6302.05,1422.84,withdrawal,Kolkata,yes,yes
8993.53,12736.91,3743.38,withdrawal,Mumbai,no,yes
7416.33,10918.46,3502.13,payment,Bangalore,no,no
8945.41,11621.73,2676.32,refund,Kolkata,yes,yes
9463.81,13437.42,3973.61,withdrawal,Hyderabad,no,yes
3888.01,5871.58,1983.57,payment,Hyderabad,no,no
862.4,2396.47,1534.07,refund,Bangalore,yes,yes
5705.82,7781.8,2075.98,withdrawal,Mumbai,no,no
8603.72,12819.81,4216.09,payment,Mumbai,no,no
4383.83,7530.78,3146.95,withdrawal,Hyderabad,no,no
6583.59,6888.64,305.05,payment,Chennai,no,no
6576.56,7570.26,993.7,payment,Delhi,no,no
1295.99,2937.97,1641.98,withdrawal,Mumbai,no,no
8468.25,12418.5,3950.25,payment,Bangalore,no,no
4256.83,7804.25,3547.42,withdrawal,Kolkata,yes,yes
1914.75,6223.59,4308.84,refund,Delhi,no,no
8439.01,9273.25,834.24,withdrawal,Mumbai,yes,yes
6675.18,7724.43,1049.25,payment,Delhi,no,no
2499.77,5406.9,2907.13,withdrawal,Kolkata,yes,yes
66.38,987.75,921.37,withdrawal,Bangalore,no,no
8437.5,13436.65,4999.15,refund,Kolkata,yes,yes
3415.49,6224.08,2808.59,payment,Delhi,no,no
104.18,2848.41,2744.23,withdrawal,Delhi,yes,no
7888.12,10307.31,2419.19,withdrawal,Delhi,no,no
1377.1,2138.93,761.83,refund,Delhi,yes,no
8584.4,10934.66,2350.26,refund,Chennai,yes,yes
3275.74,7311.57,4035.83,payment,Bangalore,no,no
2918.89,6876.5,3957.61,withdrawal,Delhi,no,no
5727.2,6085.83,358.63,payment,Bangalore,yes,yes
7747.18,9531.45,1784.27,withdrawal,Delhi,yes,yes
6615.33,10630.23,4014.9,payment,Kolkata,no,no
2968.6,3159.51,190.91,withdrawal,Chennai,no,no
6592.04,7045.41,453.37,payment,Kolkata,no,no
229.37,983.47,754.1,withdrawal,Hyderabad,yes,yes
1137.95,2700.15,1562.2,payment,Mumbai,no,no
9181.68,13063.43,3881.75,payment,Hyderabad,no,no
5742.2,9008.25,3266.05,withdrawal,Chennai,no,no
3691.09,4682.74,991.65,payment,Bangalore,yes,yes
5590.85,7654.58,2063.73,payment,Delhi,yes,yes
4950.07,9588.67,4638.6,refund,Chennai,no,no
1204.27,2582.03,1377.76,withdrawal,Kolkata,no,no
7857.8,11867.19,4009.39,withdrawal,Delhi,yes,yes
2531.46,5278.28,2746.82,withdrawal,Mumbai,yes,no
1311.45,2999.55,1688.1,refund,Mumbai,yes,no
1356.03,2878.06,1522.03,refund,Delhi,no,no
1460.8,2540.37,1079.57,payment,Chennai,no,no
3436.34,5130.27,1693.93,payment,Bangalore,yes,yes
9227.7,10611.62,1383.92,payment,Hyderabad,yes,yes
976.39,5155.02,4178.63,withdrawal,Delhi,yes,no
8580.79,9216.79,636,refund,Delhi,yes,yes
3113.57,3515.11,401.54,payment,Chennai,no,no
4087.68,6057.79,1970.11,withdrawal,Mumbai,yes,no
6710.35,11332.88,4622.53,refund,Hyderabad,no,no
8930.47,9327.12,396.65,withdrawal,Chennai,yes,yes
8508.83,11775.25,3266.42,withdrawal,Delhi,yes,yes
9329.82,13128.16,3798.34,payment,Chennai,no,no
9822.13,10781.48,959.35,payment,Hyderabad,yes,yes
4195.08,7986.86,3791.78,withdrawal,Chennai,no,no
3892.93,7631.14,3738.21,payment,Mumbai,no,no
92.7,965.87,873.17,payment,Mumbai,no,no
5967.74,7749.29,1781.55,payment,Chennai,yes,yes
6099.9,7649.47,1549.57,withdrawal,Hyderabad,yes,yes
9935.14,13262.48,3327.34,payment,Mumbai,yes,yes
3932,6722.65,2790.65,refund,Bangalore,no,no
335.45,4371.67,4036.22,payment,Hyderabad,no,no
6328.68,7201.4,872.72,payment,Chennai,yes,yes
5479.23,5834.11,354.88,refund,Chennai,yes,yes
6792.61,11629.44,4836.83,refund,Hyderabad,no,no
7691.06,12236.07,4545.01,payment,Mumbai,no,no
510.69,3500.9,2990.21,withdrawal,Bangalore,no,no
7942.25,11717.34,3775.09,withdrawal,Hyderabad,yes,yes
506.22,2153.14,1646.92,withdrawal,Mumbai,no,no
6869.53,11568.26,4698.73,payment,Delhi,no,no
9094.04,9307.94,213.9,payment,Kolkata,yes,yes
3406.58,5989.48,2582.9,payment,Kolkata,yes,yes
8558.76,9194.17,635.41,refund,Delhi,yes,yes
3173.2,3248.83,75.63,withdrawal,Chennai,yes,no
6408.19,8040.92,1632.73,payment,Chennai,no,no
171.65,1213.49,1041.84,refund,Mumbai,yes,no
370.11,4610.13,4240.02,withdrawal,Kolkata,yes,yes
5130.54,8707.2,3576.66,payment,Hyderabad,no,no
709.2,3796.36,3087.16,refund,Mumbai,no,no
8578.24,8851.68,273.44,payment,Chennai,yes,yes
816.01,4793.87,3977.86,refund,Chennai,no,no
2563.85,5460.06,2896.21,payment,Delhi,yes,no
965.53,2435.4,1469.87,payment,Chennai,no,no
784.47,2510.91,1726.44,refund,Mumbai,yes,no
3779.14,4299.52,520.38,withdrawal,Chennai,yes,no
9292.94,14174.89,4881.95,withdrawal,Delhi,yes,yes
3606.03,7930.5,4324.47,payment,Delhi,no,no
5819.45,10811.54,4992.09,payment,Chennai,no,no
8740.98,10164.69,1423.71,withdrawal,Chennai,no,yes
750.92,1046.65,295.73,payment,Bangalore,yes,yes
3081.26,4039.28,958.02,refund,Delhi,no,no
3288.98,5354.46,2065.48,refund,Mumbai,yes,no
6706.33,8230.84,1524.51,withdrawal,Chennai,yes,yes
9238.37,13841.01,4602.64,payment,Delhi,no,no
5874.32,7551.18,1676.86,payment,Kolkata,no,no
3408.38,6310.08,2901.7,refund,Hyderabad,yes,yes
2606.62,7547.43,4940.81,withdrawal,Mumbai,yes,no
2342.74,5071.03,2728.29,withdrawal,Chennai,yes,no
5144.01,9996.94,4852.93,payment,Hyderabad,no,no
8287.18,8331.55,44.37,payment,Delhi,yes,yes
4582.9,7157.89,2574.99,payment,Chennai,no,no
4545.71,6303,1757.29,payment,Chennai,no,no
2560.84,3904.44,1343.6,payment,Delhi,yes,no
1677.7,4875.17,3197.47,payment,Kolkata,yes,yes
8026.32,10840.62,2814.3,withdrawal,Chennai,yes,yes
9113.84,9976.94,863.1,payment,Hyderabad,yes,yes
6512.19,10248.01,3735.82,withdrawal,Hyderabad,yes,yes
5511.38,7449.91,1938.53,payment,Hyderabad,yes,yes
9154.19,13796.6,4642.41,payment,Chennai,yes,yes
3927.5,8360.46,4432.96,withdrawal,Delhi,no,no
9961.73,12402.61,2440.88,withdrawal,Hyderabad,yes,yes
5794.7,5901.92,107.22,withdrawal,Chennai,no,no
5207.74,5252.58,44.84,payment,Delhi,no,no
3985.22,4304.67,319.45,refund,Hyderabad,yes,yes
9651.23,11131.7,1480.47,withdrawal,Bangalore,no,yes
4078.55,5943.67,1865.12,payment,Hyderabad,no,no
8057.05,11166.93,3109.88,refund,Kolkata,yes,yes
8807.43,13529.94,4722.51,refund,Bangalore,yes,yes
2457.67,7076.26,4618.59,refund,Kolkata,yes,yes
4581.23,8644.85,4063.62,withdrawal,Bangalore,no,no
7453.74,8009.01,555.27,withdrawal,Bangalore,yes,yes
74.19,2044.39,1970.2,payment,Kolkata,no,no
4197.54,4955.74,758.2,refund,Kolkata,no,no
2543.06,4858.93,2315.87,refund,Bangalore,no,no
9910.68,14244.1,4333.42,withdrawal,Kolkata,no,yes
3944.25,6950.06,3005.81,withdrawal,Chennai,yes,no
3471.81,4570.52,1098.71,refund,Delhi,yes,no
149.55,1307.41,1157.86,refund,Chennai,yes,no
2876.83,6136.22,3259.39,refund,Mumbai,no,no
3936.97,7377.96,3440.99,withdrawal,Hyderabad,yes,yes
6432,6613.44,181.44,payment,Delhi,no,no
5195.78,6625.38,1429.6,withdrawal,Hyderabad,yes,yes
6760.99,7272.1,511.11,refund,Kolkata,no,no
8647.7,11132.59,2484.89,withdrawal,Hyderabad,yes,yes
6013.02,8192.62,2179.6,refund,Chennai,yes,yes
4619.85,8665.49,4045.64,refund,Chennai,no,no
1384.91,3047.73,1662.82,refund,Chennai,yes,no
8330.05,10252.23,1922.18,refund,Delhi,yes,yes
66.16,746.95,680.79,withdrawal,Hyderabad,no,no
506.74,2143.57,1636.83,withdrawal,Kolkata,no,no
5550.18,8686.79,3136.61,withdrawal,Hyderabad,no,no
1101.45,3019.87,1918.42,refund,Bangalore,yes,yes
7824.93,11388.67,3563.74,payment,Kolkata,yes,yes
9436.46,10411.93,975.47,withdrawal,Bangalore,yes,yes
1602.52,6522.03,4919.51,withdrawal,Delhi,no,no
3688.19,6801.73,3113.54,refund,Mumbai,no,no
7574.47,12022.16,4447.69,payment,Bangalore,yes,yes
2304.63,4205.42,1900.79,payment,Kolkata,yes,yes
7898.93,9982.33,2083.4,payment,Delhi,yes,yes
8212.14,9549.18,1337.04,withdrawal,Bangalore,yes,yes
2092.38,2682.28,589.9,refund,Kolkata,no,no
9109.7,10886.16,1776.46,payment,Hyderabad,yes,yes
1519.04,2385.76,866.72,refund,Chennai,no,no
7000,9255.33,2255.33,refund,Delhi,yes,yes
3756.11,7353.9,3597.79,refund,Mumbai,yes,no
1600.52,6179.7,4579.18,refund,Kolkata,yes,yes
4036.54,6378.82,2342.28,withdrawal,Bangalore,no,no
2810.69,4465.11,1654.42,refund,Hyderabad,yes,yes
1449.87,4434.83,2984.96,payment,Mumbai,no,no
5050.73,7785.92,2735.19,payment,Delhi,yes,yes
9667.21,12661.31,2994.1,refund,Hyderabad,yes,yes
4478.54,6264.86,1786.32,withdrawal,Delhi,yes,no
9049.88,13289.02,4239.14,withdrawal,Bangalore,no,yes
8123.99,9733.94,1609.95,payment,Chennai,yes,yes
5228.42,9745.8,4517.38,refund,Kolkata,no,no
2844.32,2917.11,72.79,refund,Hyderabad,yes,yes
7065.28,10748.72,3683.44,refund,Delhi,no,no
1393.56,5873.35,4479.79,refund,Hyderabad,yes,yes
8006.84,8495.12,488.28,withdrawal,Chennai,yes,yes
1122.17,4977.21,3855.04,payment,Mumbai,yes,no
6629.02,10317.15,3688.13,withdrawal,Delhi,no,no
3168.87,4021.78,852.91,refund,Chennai,yes,no
1861.07,5979.25,4118.18,payment,Mumbai,no,no
9354.01,12887.97,3533.96,withdrawal,Mumbai,yes,yes
1594.07,5036.28,3442.21,withdrawal,Bangalore,yes,yes
3403.99,3640.71,236.72,payment,Chennai,yes,no
7310.29,7730.89,420.6,withdrawal,Mumbai,yes,yes
1544.55,3352.61,1808.06,payment,Kolkata,no,no
5596.89,9357.76,3760.87,refund,Bangalore,yes,yes
1033.89,5487.5,4453.61,refund,Hyderabad,no,no
9051.18,11772.08,2720.9,refund,Bangalore,no,no
1351.24,3095.56,1744.32,refund,Bangalore,no,no
4099.39,6735.91,2636.52,refund,Chennai,yes,no
7513.94,9908.01,2394.07,payment,Bangalore,yes,yes
3897.08,5991.44,2094.36,withdrawal,Hyderabad,no,no
2665.69,5601.22,2935.53,payment,Kolkata,yes,yes
476.53,3862.96,3386.43,refund,Mumbai,yes,no
7359.93,11885.44,4525.51,withdrawal,Kolkata,yes,yes
3526.27,4983.93,1457.66,payment,Hyderabad,yes,yes
8479.02,12626.44,4147.42,withdrawal,Mumbai,no,yes
3210.99,6444.15,3233.16,withdrawal,Chennai,yes,no
446.79,640.6,193.81,refund,Hyderabad,no,no
366.88,1435.12,1068.24,withdrawal,Mumbai,yes,no
4394.57,4486.46,91.89,refund,Kolkata,no,no
4915.66,8026.63,3110.97,payment,Bangalore,no,no
6388.55,7471.02,1082.47,withdrawal,Mumbai,yes,yes
7246,10433.31,3187.31,payment,Hyderabad,yes,yes
6369.13,6691.6,322.47,withdrawal,Delhi,no,no
2884.11,5753.22,2869.11,payment,Chennai,yes,no
3590.35,5282.63,1692.28,payment,Bangalore,no,no
2642.65,7013.43,4370.78,refund,Mumbai,no,no
418.72,3407.06,2988.34,payment,Kolkata,no,no
2343.48,6095.03,3751.55,refund,Bangalore,no,no
8089.15,12691.3,4602.15,payment,Mumbai,yes,yes
7280.82,9802.71,2521.89,withdrawal,Mumbai,yes,yes
1247.11,3360.59,2113.48,refund,Hyderabad,no,no
5081.38,5107.2,25.82,payment,Mumbai,no,no
5532.62,9649.68,4117.06,refund,Mumbai,no,no
2598.55,4027.55,1429,withdrawal,Chennai,yes,no
4101.97,6597.85,2495.88,refund,Mumbai,no,no
7949.89,9058.41,1108.52,refund,Hyderabad,no,no
3823.46,6291.89,2468.43,withdrawal,Mumbai,no,no
534.55,1143.58,609.03,withdrawal,Mumbai,no,no
8551.52,12018.51,3466.99,payment,Bangalore,no,no
1819.85,2462.61,642.76,withdrawal,Kolkata,yes,yes
4787.52,7829.28,3041.76,payment,Mumbai,yes,no
2364.47,2858.66,494.19,payment,Kolkata,yes,yes
9163.13,9237.8,74.67,refund,Bangalore,yes,yes
2600.38,6423.11,3822.73,refund,Bangalore,yes,yes
34.89,3606.93,3572.04,payment,Hyderabad,yes,yes
7723.41,12323.61,4600.2,refund,Mumbai,yes,yes
5668.64,8686.31,3017.67,refund,Kolkata,yes,yes
6656.34,11119.57,4463.23,refund,Mumbai,no,no
3658.61,4865.59,1206.98,withdrawal,Kolkata,yes,yes
4588.69,5826.5,1237.81,refund,Mumbai,no,no
1154.11,3985.66,2831.55,payment,Chennai,no,no
9276.97,10355.09,1078.12,refund,Bangalore,no,no
307.44,4697.73,4390.29,payment,Chennai,yes,no
2426.43,3007.05,580.62,payment,Delhi,no,no
3574.41,4025.99,451.58,payment,Delhi,yes,no
8368.04,8775.61,407.57,payment,Chennai,yes,yes
2060.35,2267.63,207.28,refund,Mumbai,no,no
7738.77,11134.77,3396,payment,Kolkata,no,no
2101.24,2196.81,95.57,refund,Mumbai,no,no
6452.05,10119.81,3667.76,withdrawal,Hyderabad,no,no
340.58,2795.14,2454.56,refund,Kolkata,no,no
4690.62,6288.42,1597.8,withdrawal,Hyderabad,no,no
3280.97,7209.11,3928.14,withdrawal,Kolkata,yes,yes
7836.53,10587.12,2750.59,payment,Hyderabad,yes,yes
7501.35,11388.67,3887.32,refund,Mumbai,no,no
5172.81,8401.52,3228.71,refund,Hyderabad,no,no
3424.49,6873.51,3449.02,payment,Bangalore,no,no
1334.37,4259.46,2925.09,withdrawal,Hyderabad,no,no
4789.28,7790.02,3000.74,refund,Hyderabad,no,no
5631.26,9788.07,4156.81,payment,Bangalore,no,no
1281.61,4968.11,3686.5,payment,Chennai,yes,no
1999.72,6843.65,4843.93,payment,Delhi,no,no
805.39,1890.09,1084.7,refund,Delhi,yes,no
3411.84,8204.17,4792.33,refund,Delhi,yes,no
1056.49,4053.93,2997.44,refund,Kolkata,no,no
9658.55,14050.84,4392.29,refund,Delhi,yes,yes
2865.64,5788.5,2922.86,withdrawal,Bangalore,no,no
3659.82,6981.94,3322.12,withdrawal,Delhi,no,no
4778.93,8978.83,4199.9,withdrawal,Kolkata,yes,yes
3719.12,8039.62,4320.5,refund,Chennai,no,no
2300.83,3961.95,1661.12,refund,Bangalore,no,no
5855.17,9899.75,4044.58,payment,Kolkata,yes,yes
129.65,1068.71,939.06,refund,Chennai,no,no
7688.59,12262.46,4573.87,payment,Delhi,yes,yes
6582.31,7317.58,735.27,withdrawal,Hyderabad,no,no
39.35,126.29,86.94,withdrawal,Chennai,yes,no
3114.64,3660.37,545.73,refund,Kolkata,yes,yes
1596.23,5413.45,3817.22,payment,Mumbai,yes,no
1351.32,3207.84,1856.52,payment,Delhi,yes,no
6978.96,8016.15,1037.19,payment,Bangalore,no,no
3397.48,6676.77,3279.29,payment,Hyderabad,no,no
9198.4,9591.78,393.38,withdrawal,Delhi,yes,yes
798.29,2013.77,1215.48,withdrawal,Hyderabad,no,no
4793.19,7747.93,2954.74,payment,Delhi,no,no
6044.35,6934.83,890.48,payment,Mumbai,no,no
2387.43,7096.67,4709.24,refund,Chennai,yes,no
5886.38,9538.93,3652.55,refund,Mumbai,no,no
4407.69,7314.24,2906.55,payment,Bangalore,yes,yes
4573.82,7957.65,3383.83,withdrawal,Chennai,no,no
7314.23,11673.04,4358.81,withdrawal,Mumbai,no,no
8671.13,12516.21,3845.08,withdrawal,Delhi,no,yes
285.03,3508.25,3223.22,refund,Delhi,yes,no
5942.79,10826.53,4883.74,withdrawal,Bangalore,yes,yes
9892.32,10813.41,921.09,refund,Delhi,no,no
6917.78,11303.43,4385.65,withdrawal,Kolkata,no,no
8693.68,12933.51,4239.83,payment,Chennai,no,no
1039.37,3168.78,2129.41,payment,Kolkata,yes,yes
4111.47,4276.31,164.84,payment,Kolkata,yes,yes
4877.18,8930.16,4052.98,payment,Chennai,no,no
2673.76,7430.97,4757.21,refund,Bangalore,no,no
6193.89,6738.49,544.6,payment,Delhi,no,no
9975.06,12921.36,2946.3,payment,Bangalore,no,no
4340.99,8057.09,3716.1,refund,Bangalore,yes,yes
3280.21,3742.61,462.4,payment,Delhi,yes,no
9145.32,10872.52,1727.2,payment,Hyderabad,yes,yes
5684.06,9036.12,3352.06,withdrawal,Bangalore,no,no
1123.21,2556.62,1433.41,refund,Bangalore,no,no
3964.36,6788.27,2823.91,refund,Delhi,no,no
1015.4,3701.72,2686.32,payment,Chennai,yes,no
7012.61,9868.83,2856.22,withdrawal,Delhi,no,no
3795.83,5033.34,1237.51,withdrawal,Chennai,no,no
1720.75,2546.15,825.4,refund,Hyderabad,no,no
8168.04,11048.65,2880.61,payment,Bangalore,yes,yes
5744.16,8324.92,2580.76,withdrawal,Delhi,no,no
7619.15,12556.8,4937.65,payment,Hyderabad,no,no
8105.76,10035.45,1929.69,payment,Kolkata,no,no
7351.71,8236.65,884.94,refund,Mumbai,no,no
6382.84,10527.42,4144.58,withdrawal,Delhi,no,no
1248.2,4624.16,3375.96,refund,Mumbai,no,no
9223.47,13666.68,4443.21,withdrawal,Mumbai,yes,yes
1807.46,4983.65,3176.19,withdrawal,Mumbai,yes,no
1454.18,1747.68,293.5,payment,Delhi,yes,no
5332.65,9716.39,4383.74,withdrawal,Bangalore,no,no
4016.7,4916.3,899.6,refund,Delhi,no,no
1111.83,3082.02,1970.19,refund,Hyderabad,yes,yes
4027.42,5984.99,1957.57,payment,Hyderabad,no,no
8482.17,11070.97,2588.8,withdrawal,Kolkata,yes,yes
8597.73,9628.51,1030.78,payment,Hyderabad,no,no
4719.02,6174.87,1455.85,refund,Kolkata,no,no
3551.97,6776.74,3224.77,payment,Hyderabad,no,no
7518.68,11958.3,4439.62,refund,Hyderabad,yes,yes
8670.65,10092.57,1421.92,payment,Bangalore,yes,yes
6720.29,10542.08,3821.79,refund,Delhi,yes,yes
9167.04,14057.79,4890.75,withdrawal,Delhi,no,yes
2254.52,4627.01,2372.49,refund,Bangalore,yes,yes
4043.79,4401.44,357.65,withdrawal,Chennai,yes,no
4364.3,4689.07,324.77,withdrawal,Bangalore,yes,yes
7139.92,11686.34,4546.42,refund,Mumbai,yes,yes
1003.73,5289.36,4285.63,payment,Chennai,yes,no
2994.92,3559.3,564.38,refund,Delhi,yes,no
9057.11,13014.3,3957.19,payment,Chennai,yes,yes
9205.6,10700.25,1494.65,payment,Kolkata,yes,yes
8420.26,11187.46,2767.2,payment,Bangalore,no,no
9722.78,9938.48,215.7,withdrawal,Kolkata,no,yes
2108.36,4195.34,2086.98,refund,Kolkata,yes,yes
113.45,1471.6,1358.15,refund,Kolkata,yes,yes
2325.6,3310.02,984.42,withdrawal,Mumbai,yes,no
7485.45,9107.56,1622.11,payment,Kolkata,no,no
6238.33,10006.15,3767.82,payment,Chennai,yes,yes
7112.22,12042.24,4930.02,refund,Chennai,yes,yes
1576.62,5293.96,3717.34,refund,Kolkata,no,no
6007.92,8990.67,2982.75,withdrawal,Bangalore,yes,yes
1075.85,5212.35,4136.5,refund,Delhi,yes,no
5245.3,7059.47,1814.17,withdrawal,Chennai,yes,yes
6883.29,9955.78,3072.49,withdrawal,Chennai,no,no
1791.44,2450.34,658.9,withdrawal,Bangalore,no,no
3519.38,5308.47,1789.09,withdrawal,Bangalore,yes,yes
8156.86,9686.46,1529.6,refund,Kolkata,yes,yes
4308.3,8347.55,4039.25,refund,Bangalore,yes,yes
942.92,4099.26,3156.34,payment,Kolkata,no,no
2386.24,2710.82,324.58,payment,Hyderabad,no,no
1779.97,4814.6,3034.63,payment,Chennai,yes,no
2886.04,6481.49,3595.45,withdrawal,Chennai,yes,no
